SampleID,Date,Country,State,County,Host,Genotype,Date
MF175849,2015-07-21,United States,TX,El-Paso,Mosquito-Culex,WN02,NA
MF175850,2015-07-21,United States,TX,Dallas,Mosquito-Culex,WN02,NA
MF175851,2015-09-01,United States,TX,Fort-Bend,Mosquito-Culex,WN02,NA
MF175852,2015-10-21,United States,TX,Dallas,Mosquito-Culex,WN02,NA
MF175853,2014-08-05,United States,TX,Denton,Mosquito-Culex,WN02,NA
MF175854,2015-10-20,United States,TX,Williamson,Mosquito-Culex,WN02,NA
MF175855,2014-11-04,United States,TX,Williamson,Mosquito-Culex,WN02,NA
MF175856,2015-08-10,United States,TX,Colllin,Mosquito-Culex,WN02,NA
MF175857,2015-08-11,United States,TX,Fort-Bend,Mosquito-Culex,WN02,NA
MF175858,2015-09-22,United States,TX,Colllin,Mosquito-Culex,WN02,NA
MF175859,2014-08-05,United States,TX,Fort-Bend,Mosquito-Culex,WN02,NA
MF175860,2015-07-22,United States,TX,Denton,Mosquito-Culex,WN02,NA
MF175861,2015-08-19,United States,TX,El-Paso,Mosquito-Culex,WN02,NA
MF175862,2015-06-09,United States,TX,Montgomery,Mosquito-Culex,WN02,NA
MF175863,2014-09-04,United States,TX,Denton,Mosquito-Culex,WN02,NA
MF175864,2014-09-10,United States,TX,El-Paso,Mosquito-Culex,WN02,NA
MF175865,2015-09-16,United States,TX,Montgomery,Mosquito-Culex,WN02,NA
MF175866,2014-09-09,United States,TX,El-Paso,Mosquito-Culex,SW03,NA
MF175867,2015-07-21,United States,TX,Fort-Bend,Mosquito-Culex,WN02,NA
MF175868,2014-06-03,United States,TX,Montgomery,Mosquito-Culex,WN02,NA
MF175869,2014-08-07,United States,TX,Travis,Mosquito-Culex,WN02,NA
MF175870,2015-08-12,United States,TX,Dallas,Mosquito-Culex,WN02,NA
MF175871,2014-08-12,United States,TX,Travis,Mosquito-Culex,WN02,NA
MF175872,2014-09-23,United States,TX,Dallas,Mosquito-Culex,WN02,NA
MF175873,2015-09-08,United States,TX,Dallas,Mosquito-Culex,WN02,NA
MF175874,2015-08-19,United States,TX,Denton,Mosquito-Culex,WN02,NA
MF175875,2015-09-01,United States,TX,Colllin,Mosquito-Culex,WN02,NA
MF175877,2015-11-11,United States,TX,Denton,Mosquito-Culex,WN02,NA
MG004528,2015-06-09,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004529,2014-06-26,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004530,2016-10-20,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004531,2016-05-11,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004532,2015-08-05,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004533,2014-06-03,United States,AZ,Maricopa,Mosquito-Culex,SW03,NA
MG004534,2016-06-28,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004535,2014-07-22,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004536,2016-08-25,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004537,2014-08-28,United States,AZ,Maricopa,Mosquito-Culex,SW03,NA
MG004538,2015-10-07,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004539,2014-06-10,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MG004540,2015-05-12,United States,AZ,Maricopa,Mosquito-Culex,SW03,NA
MG004541,2017-04-26,United States,AZ,Maricopa,Mosquito-Culex,WN02,NA
MH166882,2000-08-01,United States,VA,Norfolk,Bird-unknown,NY99,NA
MH166883,2002-08-01,United States,VA,Norfolk,Bird-unknown,WN02,NA
MH166884,2004-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166885,2009-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166886,2001-08-01,United States,VA,Norfolk,Mosquito-unknown,NY99,NA
MH166887,2002-08-01,United States,VA,Norfolk,Mosquito-unknown,NY99,NA
MH166888,2005-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166889,2006-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166890,2006-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166891,2007-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166892,2008-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166893,2010-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166894,2007-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166895,2005-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166896,2009-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166897,2010-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166898,2008-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166899,2002-08-01,United States,VA,Norfolk,Mosquito-unknown,NY99,NA
MH166900,2003-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166901,2000-08-01,United States,VA,Norfolk,Mosquito-unknown,NY99,NA
MH166902,2010-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166903,2000-08-01,United States,VA,Norfolk,Mosquito-unknown,NY99,NA
MH166904,2000-08-01,United States,VA,Norfolk,Mosquito-unknown,NY99,NA
MH166905,2002-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166906,2003-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166907,2006-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166908,2005-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166909,2009-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166910,2006-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166911,2002-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166912,2003-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166913,2004-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166914,2009-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166915,2002-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166916,2010-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166917,2004-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166918,2008-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166919,2004-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166920,2009-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH166921,2008-08-01,United States,VA,Norfolk,Mosquito-unknown,WN02,NA
MH170226,2003-08-01,United States,CO,Larimer,Bird-other,SW03,NA
MH170227,2004-08-01,United States,CO,Larimer,Mosquito-Culex,WN02,NA
MH170228,2003-08-01,United States,CO,Larimer,Mosquito-Culex,WN02,NA
MH170229,2006-08-01,United States,CO,Weld,Mosquito-unknown,WN02,NA
MH170230,2007-08-01,United States,CO,Weld,Mosquito-unknown,SW03,NA
MH170231,2003-08-01,United States,CO,Larimer,Bird-other,WN02,NA
MH170232,2006-08-01,United States,CO,Weld,Mosquito-unknown,SW03,NA
MH170233,2004-08-01,United States,CO,Larimer,Bird-other,WN02,NA
MH170234,2003-08-01,United States,CO,Larimer,Bird-other,WN02,NA
MH170235,2006-08-01,United States,CO,Weld,Mosquito-unknown,SW03,NA
MH170236,2006-08-01,United States,CO,Weld,Mosquito-unknown,WN02,NA
MH170237,2003-08-01,United States,CO,Larimer,Mosquito-Culex,SW03,NA
MH170238,2003-08-01,United States,CO,Larimer,Bird-other,WN02,NA
MH170239,2006-08-01,United States,CO,Weld,Mosquito-Culex,SW03,NA
MH170240,2008-08-01,United States,CO,Larimer,Mosquito-Culex,WN02,NA
MH170241,2007-08-01,United States,CO,Weld,Mosquito-Culex,SW03,NA
MH170242,2007-08-01,United States,CO,Unknown,Mosquito-unknown,NY99,NA
MH170243,2006-08-01,United States,CO,Weld,Mosquito-Culex,WN02,NA
MH170244,2007-08-01,United States,CO,Weld,Mosquito-Culex,SW03,NA
MH170245,2008-08-01,United States,CO,Larimer,Mosquito-Culex,WN02,NA
MH170246,2004-08-01,United States,CO,Weld,Mosquito-Culex,WN02,NA
MH170247,2008-08-01,United States,CO,Larimer,Mosquito-Culex,WN02,NA
MH170248,2004-08-01,United States,CO,Larimer,Bird-other,WN02,NA
MH170249,2006-08-01,United States,CO,Weld,Mosquito-Culex,WN02,NA
MH170250,2008-08-01,United States,CO,Larimer,Mosquito-Culex,WN02,NA
MH170251,2007-08-01,United States,CO,Weld,Mosquito-Culex,SW03,NA
MH170252,2007-08-01,United States,CO,Weld,Mosquito-Culex,WN02,NA
MH170253,2008-08-01,United States,CO,Larimer,Mosquito-Culex,WN02,NA
MH170254,2003-08-01,United States,CO,Larimer,Bird-other,WN02,NA
MH170255,2008-08-01,United States,CO,Larimer,Mosquito-Culex,WN02,NA
MH170256,2003-08-01,United States,CO,Larimer,Bird-crow,WN02,NA
MH170257,2005-08-01,United States,GA,Lawnder,Mosquito-Culex,WN02,NA
MH170258,2007-08-01,United States,GA,Chatham,Mosquito-Culex,WN02,NA
MH170259,2009-08-01,United States,GA,Fulton,Mosquito-Culex,WN02,NA
MH170260,2009-08-01,United States,GA,Fulton,Mosquito-Culex,WN02,NA
MH170261,2008-08-01,United States,GA,Dekalb,Mosquito-Culex,WN02,NA
MH170262,2009-08-01,United States,GA,Lowndes,Mosquito-Culex,WN02,NA
MH170263,2001-08-01,United States,GA,Wane,Bird-other,NY99,NA
MH170264,2002-08-01,United States,GA,Muscogee,Bird-other,WN02,NA
MH170265,2004-08-01,United States,GA,Chattron,Mosquito-Culex,WN02,NA
MH170266,2007-08-01,United States,GA,Fulton,Mosquito-Culex,WN02,NA
MH170267,2008-08-01,United States,GA,Gwinnett,Bird-other,WN02,NA
MH170268,2007-08-01,United States,GA,Chatham,Bird-other,WN02,NA
MH170269,2005-08-01,United States,GA,Dekalb,Bird-other,WN02,NA
MH170270,2004-08-01,United States,GA,Henry,Bird-crow,WN02,NA
MH170271,2008-08-01,United States,GA,Dekalb,Mosquito-Culex,WN02,NA
MH170272,2007-08-01,United States,GA,Chatham,Mosquito-Culex,SW03,NA
MH170273,2001-08-01,United States,GA,Lowndes,Bird-crow,NY99,NA
MH170274,2002-08-01,United States,GA,Fulton,Bird-other,WN02,NA
MH170275,2002-08-01,United States,GA,Dekalb,Bird-crow,WN02,NA
MH170276,2001-08-01,United States,GA,Dekalb,Bird-crow,NY99,NA
MH643887,2018-04-25,Brazil,BRA/ES,Sao-Mateus,Horse,NY99,NA
MH819446,2015-10-06,Canada,CAN/QC,Montréal,Mosquito-Culex,WN02,NA
MH819447,2013-08-26,Canada,CAN/QC,Chateauguay,Mosquito-Culex,WN02,NA
MH819448,2005-08-31,Canada,CAN/QC,Villeray-St-Michel,Mosquito-Culex,WN02,NA
MH819449,2014-09-22,Canada,CAN/QC,Montréal,Mosquito-Culex,WN02,NA
MH819450,2016-08-16,Canada,CAN/QC,Laval,Mosquito-Culex,WN02,NA
MH819451,2005-08-12,Canada,CAN/QC,Dorval,Mosquito-Culex,WN02,NA
MH819452,2015-09-15,Canada,CAN/QC,Sainte-Julie,Mosquito-Culex,WN02,NA
MH819453,2016-08-09,Canada,CAN/QC,Saint-Lambert,Mosquito-Culex,WN02,NA
MH819454,2006-08-29,Canada,CAN/QC,Rosemont,Mosquito-Culex,WN02,NA
MH819455,2006-08-30,Canada,CAN/QC,Mirabel,Mosquito-Culex,WN02,NA
MH819456,2013-09-09,Canada,CAN/QC,Longueuil,Mosquito-Culex,WN02,NA
MH819457,2005-08-19,Canada,CAN/QC,Sainte-Anne-Des-Plaines,Mosquito-Culex,WN02,NA
MH819458,2005-08-25,Canada,CAN/QC,Blainville,Mosquito-Culex,WN02,NA
MH819459,2014-09-04,Canada,CAN/QC,Longueuil,Mosquito-Culex,WN02,NA
MH819460,2013-08-19,Canada,CAN/QC,Montréal,Mosquito-Culex,WN02,NA
MH819461,2004-09-07,Canada,CAN/QC,Varennes,Mosquito-Culex,WN02,NA
MH819462,2015-09-09,Canada,CAN/QC,Boucherville,Mosquito-Culex,WN02,NA
MH819463,2014-08-21,Canada,CAN/QC,Montréal,Mosquito-Culex,WN02,NA
MH819464,2004-09-15,Canada,CAN/QC,St-Jean-Sur-Richelieu,Mosquito-Culex,WN02,NA
MH819465,2015-09-09,Canada,CAN/QC,Saint-Bruno,Mosquito-Culex,WN02,NA
MH819466,2016-08-16,Canada,CAN/QC,Montréal,Mosquito-Culex,WN02,NA
MH819467,2013-08-19,Canada,CAN/QC,Pointe-Claire,Mosquito-Culex,WN02,NA
MH819468,2004-08-08,Canada,CAN/QC,Saint-Hyacinthe,Mosquito-Culex,WN02,NA
MH819469,2006-08-29,Canada,CAN/QC,Cote-St-Luc-Hamstead,Mosquito-Aedes,WN02,NA
MH819470,2014-09-15,Canada,CAN/QC,Montréal,Mosquito-Culex,WN02,NA
MH819471,2004-09-07,Canada,CAN/QC,Laval,Mosquito-Culex,WN02,NA
MK352483,2019-04-29,USA,DC,District-Of-Columbia,Mosquito-Other,,2018-06-01
MN849176,2020-06-15,USA,DC,District-Of-Columbia,Mosquito-Aedes,,2019-09-01
W001,2007-10-02,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W002,2007-10-02,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W003,2008-08-18,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W004,2009-05-13,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W005,2012-10-29,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W006,2013-07-10,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W007,2013-07-23,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W008,2014-10-07,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W009,2015-10-02,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W010,2016-08-15,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W011,2008-12-08,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W012,2014-10-28,United States,CA,San-Diego,Bird-other,SW03,2019-06-14
W013,2016-06-30,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W014,2014-10-31,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W015,2015-08-21,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W016,2016-05-16,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W017,2007-03-19,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W018,2007-03-19,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W019,2007-10-02,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W020,2007-10-02,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W021,2007-10-25,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W022,2008-02-06,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W025,2008-04-16,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W026,2008-05-14,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W027,2008-05-14,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W028,2008-06-11,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W029,2008-06-11,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W030,2008-06-25,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W031,2008-09-15,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W032,2008-06-25,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W033,2008-08-07,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W034,2008-08-07,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W035,2008-09-18,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W036,2008-09-18,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W037,2008-09-18,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W038,2008-12-01,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W039,2008-12-08,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W040,2008-09-15,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W041,2008-09-18,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W042,2009-01-20,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W043,2008-12-08,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W044,2008-12-01,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W045,2009-03-23,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W046,2009-04-08,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W047,2009-05-21,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W048,2008-12-22,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W049,2009-06-18,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W050,2009-09-15,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W051,2009-09-30,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W053,2009-12-09,United States,CA,San-Diego,Bird-other,SW03,2019-06-14
W055,2013-08-01,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W057,2013-09-09,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W058,2013-11-01,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W059,2013-11-07,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W060,2013-11-07,United States,CA,San-Diego,Bird-other,SW03,2019-06-14
W061,2014-08-06,United States,CA,San-Diego,Bird-other,SW03,2019-06-14
W062,2014-07-17,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W063,2014-08-13,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W064,2014-08-13,United States,CA,San-Diego,Bird-other,SW03,2019-06-14
W065,2014-09-25,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W066,2014-10-03,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W067,2014-10-03,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W068,2014-10-28,United States,CA,San-Diego,Bird-other,SW03,2019-06-14
W069,2014-11-07,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W070,2014-11-07,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W071,2014-11-10,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W072,2014-11-17,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W073,2014-11-17,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W074,2014-12-18,United States,CA,San-Diego,Bird-other,SW03,2019-06-14
W075,2014-12-18,United States,CA,San-Diego,Bird-other,SW03,2019-06-14
W076,2015-04-16,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W077,2015-05-13,United States,CA,San-Diego,Bird-crow,SW03,2019-06-14
W078,2015-07-10,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W079,2015-07-10,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W080,2015-07-10,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W081,2015-07-28,United States,CA,San-Diego,Mosquito-Culex,WN02,2019-06-14
W082,2015-08-14,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W083,2015-08-14,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W0831,2018-07-13,United States,OH,Lucas,Mosquito-unknown,WN02,2019-12-13
W0832,2018-07-17,United States,OH,Lucas,Mosquito-unknown,WN02,2019-12-13
W0835,2018-07-17,United States,OH,Lucas,Mosquito-unknown,WN02,2019-12-13
W0836,2018-07-17,United States,OH,Lucas,Mosquito-unknown,WN02,2019-12-13
W0839,2018-07-17,United States,OH,Lucas,Mosquito-unknown,WN02,2019-12-13
W084,2015-08-18,United States,CA,San-Diego,Bird-other,SW03,2019-06-14
W0840,2018-07-18,United States,OH,Lucas,Mosquito-unknown,WN02,2019-12-13
W0842,2018-07-17,United States,OH,Franklin,Mosquito-unknown,WN02,2019-12-13
W0845,2018-07-17,United States,OH,Franklin,Mosquito-unknown,WN02,2019-12-13
W085,2015-08-21,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W0856,2018-07-18,United States,OH,Franklin,Mosquito-unknown,WN02,2019-12-13
W0858,2018-07-17,United States,OH,Summit,Mosquito-unknown,WN02,2019-12-13
W086,2015-08-28,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W0860,2018-07-17,United States,OH,Summit,Mosquito-unknown,WN02,2019-12-13
W0861,2018-07-17,United States,OH,Summit,Mosquito-unknown,WN02,2019-12-13
W0865,2018-07-17,United States,OH,Summit,Mosquito-unknown,WN02,2019-12-13
W087,2015-08-28,United States,CA,San-Diego,Mosquito-Culex,WN02,2019-06-14
W0870,2018-07-17,United States,OH,Summit,Mosquito-unknown,WN02,2019-12-13
W0875,2018-07-20,United States,OH,Hamilton,Mosquito-unknown,WN02,2019-12-13
W088,2015-08-28,United States,CA,San-Diego,Mosquito-Culex,WN02,2019-06-14
W0881,2018-07-26,United States,OH,Belmont,Mosquito-unknown,WN02,2019-12-13
W0885,2018-07-17,United States,OH,Lorain,Mosquito-unknown,WN02,2019-12-13
W089,2015-09-29,United States,CA,San-Diego,Mosquito-Culex,WN02,2019-06-14
W0891,2018-07-25,United States,OH,Lorain,Mosquito-unknown,WN02,2019-12-13
W0897,2018-07-24,United States,OH,Montgomery,Mosquito-unknown,WN02,2019-12-13
W0899,2018-07-24,United States,OH,Montgomery,Mosquito-unknown,WN02,2019-12-13
W090,2015-10-02,United States,CA,San-Diego,Mosquito-Culex,SW03,2019-06-14
W0901,2018-07-25,United States,OH,Montgomery,Mosquito-unknown,WN02,2019-12-13
W0902,2018-07-27,United States,OH,Montgomery,Mosquito-unknown,WN02,2019-12-13
W0909,2018-07-31,United States,OH,Williams,Mosquito-unknown,WN02,2019-12-13
W091,2015-10-20,United States,CA,San-Diego,Mosquito-Culex,WN02,2019-06-14
W0918,2013-08-01,US-Virgin-Islands,US-VI,Unknown,Bird-other,WN02,2019-10-01
W092,2015-11-13,United States,CA,San-Diego,Mosquito-Culex,WN02,2019-06-14
W0920,2015-08-01,United States,WA,Grant,Bird-other,SW03,2019-10-01
W0921,2015-08-01,United States,WA,Kittitas,Bird-other,SW03,2019-10-01
W0922,2015-08-01,United States,IA,Unknown,Bird-other,WN02,2019-10-01
W0924,2015-08-01,United States,WA,Grant,Horse,SW03,2019-10-01
W0925,2016-08-01,United States,WA,Spokane,Horse,SW03,2019-10-01
W0926,2016-08-01,United States,WA,Spokane,Bird-crow,SW03,2019-10-01
W0927,2017-08-01,United States,ID,Unknown,Bird-other,SW03,2019-10-01
W0929,2017-08-01,United States,ID,Unknown,Bird-other,SW03,2019-10-01
W093,2016-08-11,United States,CA,San-Diego,Mosquito-Culex,WN02,2019-06-14
W0930,2017-08-01,United States,WA,Walla,Bird-other,WN02,2019-10-01
W0931,2017-08-01,United States,WA,Lincoln,Bird-other,SW03,2019-10-01
W0933,2010-08-01,United States,OR,Benton,Mosquito-unknown,SW03,2019-10-01
W0936,2014-08-01,United States,OR,Malheur,Mosquito-unknown,SW03,2019-10-01
W0937,2014-08-01,United States,OR,Malheur,Mosquito-unknown,SW03,2019-10-01
W0938,2015-08-01,United States,WA,Franklin,Mosquito-unknown,SW03,2019-10-01
W0939,2015-08-01,United States,WA,Grant,Mosquito-unknown,SW03,2019-10-01
W094,2016-08-18,United States,CA,San-Diego,Mosquito-Culex,WN02,2019-06-14
W0940,2016-08-01,United States,WA,Grant,Mosquito-unknown,SW03,2019-10-01
W0941,2016-08-01,United States,WA,Grant,Mosquito-unknown,SW03,2019-10-01
W0942,2016-08-01,United States,OR,Jackson,Mosquito-unknown,WN02,2019-10-01
W0943,2016-08-01,United States,OR,Josephine,Bird-crow,WN02,2019-10-01
W0944,2017-08-01,United States,OR,Umatilla,Mosquito-unknown,SW03,2019-10-01
W0945,2017-08-01,United States,WA,Grant,Mosquito-unknown,SW03,2019-10-01
W0946,2017-08-01,United States,OR,Klamath,Bird-other,WN02,2019-10-01
W0947,2018-08-01,United States,OR,Morrow,Mosquito-unknown,SW03,2019-10-01
W0948,2018-08-01,United States,OR,Umatilla,Mosquito-unknown,SW03,2019-10-01
W0949,2018-08-01,United States,OR,Morrow,Mosquito-unknown,SW03,2019-10-01
W095,2017-10-05,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W0950,2013-09-04,United States,NH,Rockingham,Mosquito-Culex,WN02,2019-08-14
W0951,2013-10-01,United States,NH,Rockingham,Mosquito-Culiseta,WN02,2019-08-14
W0952,2015-09-09,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0953,2015-09-10,United States,NH,Rockingham,Mosquito-Culiseta,WN02,2019-08-14
W0954,2017-07-31,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0955,2017-08-01,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0956,2017-08-04,United States,NH,Cheshire,Mosquito-Culex,WN02,2019-08-14
W0957,2017-08-10,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0958,2017-09-12,United States,NH,Rockingham,Mosquito-Culex,WN02,2019-08-14
W0959,2017-09-15,United States,NH,Rockingham,Mosquito-Culiseta,WN02,2019-08-14
W096,2017-10-16,United States,CA,San-Diego,Bird-other,WN02,2019-06-14
W0960,2017-09-19,United States,NH,Strafford,Mosquito-Culiseta,WN02,2019-08-14
W0961,2017-10-05,United States,NH,Rockingham,Mosquito-Culiseta,WN02,2019-08-14
W0962,2017-10-05,United States,NH,Rockingham,Mosquito-Culiseta,WN02,2019-08-14
W0963,2018-07-16,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0964,2018-08-07,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0965,2018-08-09,United States,NH,Rockingham,Mosquito-other,WN02,2019-08-14
W0966,2018-08-13,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0967,2018-08-13,United States,NH,Hillsborough,Mosquito-Aedes,WN02,2019-08-14
W0968,2018-08-13,United States,NH,Hillsborough,Mosquito-other,WN02,2019-08-14
W0969,2018-08-14,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W097,2017-10-19,United States,CA,San-Diego,Bird-crow,WN02,2019-06-14
W0970,2018-08-20,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0971,2018-08-16,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0972,2018-08-16,United States,NH,Cheshire,Mosquito-Culex,WN02,2019-08-14
W0973,2018-08-22,United States,NH,Hillsborough,Mosquito-other,WN02,2019-08-14
W0974,2018-08-22,United States,NH,Hillsborough,Mosquito-other,WN02,2019-08-14
W0975,2018-08-28,United States,NH,Rockingham,Mosquito-Culex,WN02,2019-08-14
W0976,2018-08-28,United States,NH,Rockingham,Mosquito-Culex,WN02,2019-08-14
W0977,2018-08-30,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0978,2018-08-30,United States,NH,Hillsborough,Mosquito-Culex,WN02,2019-08-14
W0979,2018-09-04,United States,NH,Rockingham,Mosquito-Culex,WN02,2019-08-14
W098,2017-08-28,United States,CA,San-Diego,Mosquito-Culex,WN02,2019-06-14
W0980,2018-09-11,United States,NH,Rockingham,Mosquito-Culex,WN02,2019-08-14
W0981,2018-09-11,United States,NH,Rockingham,Mosquito-Culiseta,WN02,2019-08-14
